Review,OnlinePlatform,MentorsTeachers,Price,MentorsTeachers,Price,CareerSupport,ContentSyllabus,Job Guarantee,FullStack,Cybersecurity,DataScience,AppliedAI,Outcomes,Scholarships,Rigobot,LearnPack
"se ve que sabe mucho y que domina los temas; sin embargo, será posible que podamos cambiar de profesor?",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bien, me resuelve todas las dudas, explica todo al detalle y si te atascas te saca del atasco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aunque se que es importante el ingles en muchas ocasiones en lo que es documentacion escrita o videos, siento que falta el doblaje al castellano para comprender, no creo que saber ingles deba ser un punto que marque la diferencia en un curso de full stack y no en uno de idiomas, en el caso de react estamos trabajando con ejemplos sobre una version anterior.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0 para la plataforma que no tiene nada de mas.
3 para el contenido, que si esta bien lo que nos quieren enseñar pero a la forma de enseñar edonde me frusto.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bueno...es dificil a veces plasmar en palabras lo que uno siente. Hay cosas que se sabian desde un principio y me refiero a la velocidad del curso y a la carga de teoria. Pero creo q mi mayor dificultad es poder seguirle el ritmo y entender algunas explicacion del profesor. No pongo en duda su conocimiento porq se nota que sabe muchisimo pero alguna veces no entiendo la forma en que transmite la informacion. 
Tengo la suerte de ser docente universitario y creo q la estructura de los contenidos deberian ser llevados adelante de otra manera. 
Por otro lado, siento que voy avanzando y mejorando...miro hacia atras y se muchiiiiiisimo mas que cuando comenzamos pero el miedo esta en si eso que aprendimos o intentamos, sera suficiente.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"La academia tiene en el profesor Eduardo el mejor mentor, cada mentoria es aprender muchísimo",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un crack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buenos maestros, mucha información",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy buen profesor, muy atento, con facilidad para explicar",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Es buena escuela pero no es para todos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"excelente que gran profesor, la manera de explicar y la forma de darnos retroalimentacion fue inpecable",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"el es un gran apoyo para todos nosotroso, cuando tenemos dudas el nos ayuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"siento que es una gran experiencia, realmente los podria recomedar a mas familiaries o amigos en común",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10 de 10, bastante bien !!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deimian es un excelente profesor.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Si, una muy buena escuela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exelente contenido. Muy amplio.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Estricto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me encanta como profesor,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
He sentido a lo largo del curso que el ritmo de aprendizaje a pesar de la intensidad y el ritmo se puede sobrellevar y se aprende mucho en corto tiempo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tiene mucha paciencia y resuelve las dudas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Es dinámico y te ayuda a pensar y a resolver las cosas por ti mismo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lo he hecho y amigos míos actualmente estudian en 4Geeks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los temarios son excelentes como una introducción a las carreras en tecnología,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Super bien en general, Realmente es alguien en quien si cumplio bastante bien su funcion, siempre haciendo bien las cosas con un gran carisma y excelente persona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yo diria que bien, cuando alguien tenia duda siempre daba soluciones y ayudaba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Diria que esta bastante bien con las herramientas que nos dieron, varias tecnologias y muy competentes en el mercado laboral actual creo yo, ya adentrandonos a lo que se refiere a esta area",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy colaborador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atendió muy bien mis dudas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente. Muy didáctico y claro! Me siento mucho más preparada para afrontar entrevistas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Perfecto, te resuelve las dudas que tengas y/o busca la forma de solucionar cualquier problema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Si bien parte del contenido viene de algunos años, el profesor siempre hace hincapié en cada actualización que se deba hacer a cerca de métodos nuevos también explicando lo anterior si hace falta",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente profesor, siempre enseña con la mejor metodología",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Genial, un mentor con ganas de solucionar y ayuda a quien necesite. Repetiré mentorías con el. Excelente!!!",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mi experiencia con mi mentor **Diego Zarate** ha sido absolutamente excepcional. Es un **profesor de 10** que explica los conceptos de manera fenomenal, haciendo que incluso los temas más complejos sean fáciles de entender. Su paciencia, dedicación y pasión por la enseñanza lo hacen realmente increíble. Siempre está dispuesto a brindar apoyo adicional y asegurarse de que todos comprendamos plenamente el material. Gracias a su guía y experiencia, he podido avanzar significativamente en mi formación como Full-Stack Software Developer. ¡No podría haber pedido un mejor mentor en este camino de aprendizaje!",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Mi experiencia con **Miguel Martín Ramos** ha sido positiva, aunque no he tenido muchas oportunidades de interactuar con él directamente. Sin embargo, en las ocasiones que he podido trabajar con él, he visto que es un muy buen profesor. Explica los conceptos con claridad y se nota que tiene un profundo conocimiento en la materia.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Aunque he pasado muy poco tiempo con **Connor Clements**, mi experiencia con él ha sido bastante positiva. Desde el principio, me cayó muy bien. Tiene una actitud amigable y cercana, lo que hace que sea fácil comunicarse con él. Además, corrige de manera muy precisa, brindando feedback constructivo que realmente ayuda a mejorar. A pesar de la breve interacción, aprecio su enfoque y profesionalismo como mentor.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Mi experiencia con la plataforma y el contenido ha sido perfecta. Las explicaciones son muy claras y detalladas, lo que facilita mucho el aprendizaje. Además, la plataforma es intuitiva y fácil de usar, lo que hace que el proceso de estudio sea fluido y sin complicaciones. Todo está muy bien estructurado y organizado, lo que me ha permitido seguir el curso sin problemas. En resumen, estoy muy satisfecho con todo, desde el contenido hasta la experiencia general.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Si estan interesados en aprender a programar y se lo pueden permitir es el mejor curso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La experiencia ha sido muy increíble, y lo mejor es que aún no he terminado. Cada día aprendo algo nuevo y desafiante, lo que hace que el proceso sea emocionante y gratificante. Estoy desarrollando habilidades que me acercan más a convertirme en un Full-Stack Software Developer, y cada semana siento que avanzo un poco más hacia mis metas. ¡No puedo esperar a ver cuánto más podré lograr antes de terminar el curso!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"la verdad es que bastante comodo , explica bien y es facil de entender",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastante positiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy buena, sinto que aprendí mucho en poco tiempo y estoy logrando alcanzar los objetivos establecidos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La formación es completa, y que se estudien los principios básicos está excelente. Solo diría actualizar los ejemplos, porque aunque están actualizadas las lecturas los ejemplos no. Por ejemplo los de clase de React",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Personalmente, echo mucho de menos a Miguel. Siempre dispuesto a ayudar, incluso fuera de su horario. Muy cercano y amable.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy poco tiempo para asimilar tanta información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
totalmente. lo recomendaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bastante enriquecedora y completa. Aunque son muchos conocimientos, programas, aplicaciones y datos que absorber en tan poco tiempo... creo que debe tomarse con otra estructura o metodología que perdure mas en el tiempo; haciendo hincapié en temarios mas complejos, circunstancia o problemas mas dificultosos de manera grupal e individual.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"la verdad es que si sigue así muy probable , me gusta el bootcamp y desde el principio me ayudaron demasiado , agradecido por eso",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Totalmente los recomendaria si llego a saber de un conocido o familiar que le interese estudiar con uds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La plataforma está genial, algunas lecturas recomendaciones de lecturas están desactualizada (como de React) y algunos ejemplos también están desactualizados como los componente de clase de React (me ha confundido un poco leerlo y al final de la lectura indican que ya no se usa y los ejemplos están dando de esta manera)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Recomiendo a 100% hasta ahora, a pesar de algunas partes que creo que deberían mejorar (como la presencia de vídeos que explican ejercicios más complejos que no siempre están). Es bastante completo y hay ayudas por todas partes en caso de no poder avanzar por nuestra cuenta.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
me gustaria que nos dejase participar a los que nos apetece participar una vez ya hemos participado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy buena,  pragmático y eficiente. Significa que fue claro y consiso  en las explicaciones.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"muy buena, clara y practica... pero es mucha información para tan poco tiempo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy buena. Me resultó,  muy intuitiva. Me gustó",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cantidad de bugs en la plataforma que muchos ha sido reportados y corregidos rapido,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lo puedo recomendar ... pero me faltan unas practicas de empresa ... no se como sera todo de cara a final del curso pero sin practicas se me atraganta mucho todo!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simplemente se merece ser profesor.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tanto el profesor como el asistentes son de gran ayuda, explican muy bien y hacen buen seguimiento",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The teacher has been doing a good job explaining the course and answering my questions. However some lessons have some typos.,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Contenta de haber comenzado hacer este curso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente! Un buen profesor y muy dispuesto a la hora de explicar cuando tenemos dudas,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
He has been very attentive and understands the material. He has been helpful and answers any questions I might have.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Es muy problable, de hecho ya recomendé a un familiar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente! No tengo ninguna queja hasta el momento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The course so far has been very informative and I would recommend it to anyone wanting to learn more about data science and ML.,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"It has been challenging but not impossible. The teacher is great, he makes everyone feel heard and included.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
He does everything possible to resolve any concerns or questions. He is dedicated to his students.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sometimes the max 5 code spaces limit gets very annoying. Sometimes going through lecture gets kicked out of the sequence. I get help to solve some of my concerns.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The content currently covers too much math (algebra, statistics, etc) that may not be actually used by students in their career. Maybe less of that would be better",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I like the structure of the course and samir's teaching style.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Im learning alot about github from this course,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Still trying to understand it better,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He put in time & effort to help each student,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He is the right person for the job,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Help way to get to learn about Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The course material has been very interesting, and our current instructor, Samir, has been an absolutely great teacher. The pace of the course is very good and the material has a good flow to it. Before the switch to this current instructor, I was struggling a lot, but I feel very confident now.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Incredible. Samir has always been prepared for class, and comes ready to present with his own slideshow presentation based on the course syllabus and the project for that day. He has reached out to me when he sees that I am struggling, and has always been very efficient and reliable with communication. I am so happy to have Samir as out instructor, I think I would have had a very hard time otherwise. He is very knowledgeable, and is always happy to answer any questions we have and troubleshoot things that we are struggling with.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"The way that Laura Magallanes handled the issues that my cohort and I were having with such swiftness and efficiency, made me value 4Geeks Academy so much more. As our program manager I can tell she cares a lot about the overall experience that we have here, and that thoughtfulness has been so greatly appreciated. The depth of the information taught to us, as well as the range of projects as well, paired with our amazing instructor Samir, has made this experience so wonderful so far. I am truly grateful for the both of them. The only reason I am putting an 8 instead of a 10 is, based on my experience with the previous instructor, because I cannot confidently say that friends and family would get as amazing of an instructor as mine.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Great for the most part, I find the learnpacks to be the most helpful part. The content is plentiful and very well laid out, but I do wish there was more emphasis on the start of class about using Github and how to save and push commits. I did struggle with that a good deal initially. But overall, great experience!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We started the Bootcamp with the facilitator that was disengaged. This created a lot of confusion and challenges on the students. Once we brought this up to the program manager and the leadership team, their response was to investigate, review the clases and come up with a conclusion. They resulted changing our facilitator two classes after and bringing in a different one and has drastically changed the experience",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Samir is knowledgeable, patient and respectful. He is doing a great job facilitating.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"So far I am looking forward to highly recommended it. I put 5 since we have not finished the boot camp and the ratings is a combination of experience while in the boot camp and skills developed (since the second is still on the works, this is hard to mark as 10 as of now)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I would really like to see more practices like the one for "" Python for beginners"" or ""Intro to Numpy and Pandas"". They are well structured and for a beginner like me help me understand the concepts in a step by step approach.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very good and very helpful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He's doing great,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I have already recommended it to some people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Not to many issues and the issue I do have is user error,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So far everything has worked, but there have been some typos or strange English in some of the lessons.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EL MEJOR PROFESOR DEL MUNDO DEBERIAN SER TODOS IGUAL A EL, PERSONA MUY AGRADABLE, MUY CALMADO EXCELENTE EXCELENTE EXCELENTE",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Very likely. The transition from one teacher to another was handled very professionally. 4Geeks Community is strong.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Having trouble understanding some of the basics and having difficulty with the projects itself.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Very good. He's very helpful, kind, and knowledgeable.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Very good. He's also very respectful, helpful, and easy to get along with.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I would recommend, but I feel like the modules need to be a little bit more simplistic in a way, show more visuals/imagery for users to understand the concept a lot better, rather than just a bunch of tables and graphs, and lines of codes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Modules just need to be more simplistic, and have more examples rather than just reading text. With the labs, I feel with some of them, the Github instructions, and the way to navigate through the virtual machines have been quite difficult. Virtual machines have not been working 100% for most students.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buen profesor adjunto, ayuda con las dudas que surgen",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Es conocedor de los temas, y te enseña más allá de programación las herramientas que un buen programador necesita",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La experiencia de aprendizaje fue increible, y los profesores han sido siempre inpecables",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"alexis es un gran profesor, tiene demaciado conocimiento en el tema, me alegra mucho estar en tutorias con el",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Realmente muy buena la experiencia, con Octavio siendo paciente y demostrando bien los paso a paso, asi tambien como ayudar cuando teniamos dudas a los temas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yo diria que es buen programador, sabe mucho, ha de ser bueno en lo que hace, pero falta como esa paciencia al momento al explicar las cosas, no diria que explico mal algo ni nada, siempre trato de ser paciente pero como que le falta un poco de empatia hacia los nuevos, o buscar otro metodo de explicar, nada mas por lo general estuvo bien tambien al cumplir su funcion, o eso es lo que pienso yo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De hecho por lo personal estuve recomendado a varios amigos que estan interesados en el area de programacion para que tenga su misma experiencia, no me quejaria en ningun momento de 4geeks muy bueno realmente, hasta diria que aprendi mas aqui que en la misma universidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un Muy buen mentor,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Es bien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De maravilla, pero tengo que seguir estudiando",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy buena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No apto para todos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muy recomendable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
genial las explicaciones y la implicacion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
una gran aportacion para el curso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ya lo estoy haciendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
todo el contenido que he necesitado lo he tenido disponible,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"sin defraudar, explica muy bien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ha sido una buena experiencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy atento y siempre dispuesto ayudar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
me ha ayudado bastante en el curso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genial todo!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una maravilla. Antes de la mentoria estaba abrumada y me ha ayudado a resolver las ideas de un proyecto en una sola sesión.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"en las ultimas clases al dividirnos para hacer los ultimos proyectos he notado un poco de descontrol, porque a un grupo se les enseñaban cosas que a otros grupos no. Y es algo que no todos los grupos lo estaban llevando bien, pero en general bien, pero se agradece que si se enseña o repasan algo nuevo o ya dado, nos llamen a todos para ese repaso",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Muy bien en términos generales. Agradable en el trato. Recomendado.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La verdad es que la experiencia muy bien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creo que la parte de Back habia que profundizar en python un poco más,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valentina siempre lo hace muy bien!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hector es muy bueno explicando, pero por ejemplo cuando vamos a grupos, en esta cohorte se ha centrado en un grupo que iba un poco regulin y le ha enseñado algunas cosas que al resto no..., y por ejemplo en ese caso hubiese esta bien habernos juntado a todos en clase para que nos lo enseñaran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiencia excelente. Contenido estructurado y muy bueno. De gran valor.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gran mentor. Dedicado y atento.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bien, falta un poco de claridad al explicar pero se entiende el porqué ya por falta de experiencia de enseñanza. pero en general bien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy recomendado si se dedica el 100% del tiempo para sacarle el máximo partido.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente. Difícilmente mejorable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me ayudó mucho, y me dió lo necesario para que pueda continuar el proyecto",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siempre está dando el extra. Se asegura de que entendamos cada módulo y nos da toda clase de tips para entender todo mejor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy bien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Buen profe, se le entiende bien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me gustaron mucho los consejos de Marco, incluso me hubiese gustado algo más complicado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very helpful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bien aunque creo que hay cosas por mejorar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Always amazing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
👍🏻,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aunque depende del futuro próximo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creo que si se invirtiera más en la enseñanza de la didáctica, el número de consultas para mentorias disminuiría drásticamente. Y las clases también deberian dividirse por niveles de conocimiento. Es lógico que el alumno que tiene más experiencia pueda ayudar al alumno que está empezando desde cero, pero yo tambien veo eso esto también una transferencia de responsabilidad. Las clases divididas por niveles de conocimiento facilitarían la aplicación de diferentes métodos de enseñanza",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Se puede ver que ella tiene muchos conocimientos y además es muy servicial, siempre dispuesta a ayudar y muy amable con todos, sin embargo no tiene habilidades para enseñar por lo que tuve que ver videos de YouTube sobre el tema tratado a lo largo del curso para poder entenderlo mejor. como mencioné antes. Si hubiera una mejor inversión en formación de mentores sería excelente para la academia.",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"Álvaro es excelente, como profesional, tiene respuestas muy rápidas y me ayudó mucho en este proceso, un  máquina. Sin embargo a mí personalmente me costó mucho el su manera de hablar, habla muy rápido, muy rápido, y para los que están transmitiendo información tan importante deberían mejorar su dicción, sé que cada persona  tiene su manera de hablar y que cada región tiene su propio acento,  vivo en ""Andalucía"" jajaja. Sin embargo, me refiero a hablar más despacio. para que la gente pueda entenderlo mejor, porque tengo la sensación de que habla atropellando a si mismo. Por lo demás, fue excelente como mentor.",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"Ya lo había respondido en ocasiones anteriores, pero con gusto vuelvo a comentar que Melissa me parece una profesora con muchísimos recursos, una paciencia envidiable y con los objetivos muy claros. Siempre amable y profesional, siempre lista para ayudar buscando la manera de explicar con ""peras y manzanas si es necesario"" hasta que se entienda el contenido técnico.
¡¡Le estaré siempre agradecido!!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Álvaro es en toda la palabra un excelente tutor! Más allá de apoyar las clases con cualquier contenido, con Alvaro sientes que está ahí para ti, para cuidarte la espalda cuando tengas una duda, pero también para sacar el máximo de cada alumno que de verdad esté comprometido y quiera ser el mejor profesional posible.
Servicial, amable, cercano, profesional y, más allá de esto, dispuesto a ir más allá de lo que se espera, ""the extra mile"" para ayudar, o para que algo quede lo mejor posible.
Sin duda, mi evolución y camino positivo a futuro, tendrá también su sello.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"¡Ha sido muy positiva!
Desde mi perspectiva, lo que falta para el diez sería añadir 1 o 2 semanas más solo para back-end; para los que trabajamos o tenemos algunos retos personales, no siempre disponemos de tiempo para auto-estudiar contenido tan complicado; más allá de ejercicios en el planning, más clases ""live"" donde cada cual pueda preguntar en el momento la duda que surja, o resolver determinadas cosas ahí.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Por contenido me falla hacer Flask que no se pide mucho en las empresas en vez de algo mas demandado,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente profesor,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Me uní al curso con el único objetivo de encontrar un trabajo en casa y cambiar de carrera. Me dediqué lo más posible a lograr el éxito en esto. Por eso invertí tanto en este curso, “para mí personalmente fue muy alto” pero como dije, lo veo como una inversión. Por lo tanto, lo recomendaré a todo el mundo cuando consiga conseguir un trabajo.",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"La dinámica del prework debería mejorar al menos un 80% o más, considerando que hay estudiantes que nunca han visto un código frente a ellos. Básicamente necesitan un maestro de escuela primaria, que tome la mano de un niño y le muestre un mundo nuevo. Así me siento cuando entro a algunos canales de YouTube para aprender programación. En mi opinión, debería realizarse en vídeos como lecciones.Enseñó toda la base y preparación de los estudiantes para el curso. En cuanto al curso en sí, es un curso robusto y bien estructurado, sin embargo, creo que al igual que yo, la mayoría de los estudiantes son trabajadores, y trabajan todo el día, en mi caso bajo el sol, y llegan a casa para tener 3 horas de curso, hasta las 21:30 horas, es muy difícil. Evidentemente se trata de una cuestión de motivación y de objetivo. Sin embargo, me refiero al cansancio físico y mental que dificulta el proceso de aprendizaje de los contenidos.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente experiencia, muy buena actitud y predisposición para ayudar. Muy abierta a la escucha activa.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pretty good! I cant complain!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Also great, provides great feedback.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll definitely tell everyone about it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pretty good!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good, but definitely like drinking from a fire hose.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good. Ernesto is affable, friendly, and patient. He does tend to ramble sometimes when talking and I am not always successfully following what is going on in class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast paced but good!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He's awesome! Very knowledgeable.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good. Zach is great. He is also friendly and patient, but he does sometimes forget to record class and is not always paying attention during class because he is multi-tasking.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very good.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
